Iso_Idxs,Value,Unc,RefRemarks,Refs,Term,Include,Table
"026056,028058",0.0386,0.002,"Vr87 (Wo80),  el(FB)+mu","['Wo80', 'Vr87']",R028058-R026056,nan,noniso
"026058,027059",0.012788811022720656,0.002247754421200493,"Fr95,   mu",['Fr95'],R027059-R026058,nan,noniso
"026058,027059",0.012,0.0033,"Vr87 (Sc77),  el(FB)+mu","['Sc77', 'Vr87']",R027059-R026058,nan,noniso
"026058,028060",0.036808866451504926,0.0021703522811278063,"Fr95,   mu",['Fr95'],R028060-R026058,nan,noniso
"027059,028060",0.0252,0.0033,"Vr87 (Sc77),  el(FB)+mu","['Sc77', 'Vr87']",R028060-R027059,nan,noniso
"028062,029063",0.04055869000547241,0.0019368481288262575,"Fr95,   mu",['Fr95'],R029063-R028062,nan,noniso
"028062,029063",0.0419,0.0017000000000000001,"Vr87 (Sc77),  el(FB)+mu","['Sc77', 'Vr87']",R029063-R028062,nan,noniso
"028062,030064",0.08517769490981066,0.0018622346187253053,"Fr95,   mu",['Fr95'],R030064-R028062,nan,noniso
"029063,030064",0.0473,0.0017000000000000001,"Vr87 (Sc77),  el(FB)+mu","['Sc77', 'Vr87']",R030064-R029063,nan,noniso
"028064,029065",0.044,0.003,"Vr87 (Sc77),  el(FB)+mu","['Sc77', 'Vr87']",R029065-R028064,nan,noniso
"028064,030066",0.0938,0.006,"Vr87 (Wo80),  el(FB)+mu","['Wo80', 'Vr87']",R030066-R028064,nan,noniso
"029065,030066",0.0497,0.003,"Vr87 (Sc77),  el(FB)+mu","['Sc77', 'Vr87']",R030066-R029065,nan,noniso
"030068,031069",0.031205364659553873,0.0018587147109677547,"Fr95,   mu",['Fr95'],R031069-R030068,nan,noniso
"030068,032070",0.07294613087817453,0.0018612844059825702,"Fr95,   mu",['Fr95'],R032070-R030068,nan,noniso
"032074,033075",0.02278430977063382,0.0017806171612310836,"Fr95,   mu",['Fr95'],R033075-R032074,nan,noniso
"032074,034076",0.06585908630855532,0.0019386983007501067,"Fr95,   mu",['Fr95'],R034076-R032074,nan,noniso
"034078,035079",0.02239825869998633,0.0017807484812567115,"Fr95,   mu",['Fr95'],R035079-R034078,nan,noniso
"034080,035081",0.019744806449813735,0.0017026618885816673,"Fr95,   mu",['Fr95'],R035081-R034080,nan,noniso
"034080,036082",0.05127632903036407,0.0018600377263919437,"Fr95,   mu",['Fr95'],R036082-R034080,nan,noniso
"036086,037087",0.014206238612230028,0.001702649931175406,"Fr95,   mu",['Fr95'],R037087-R036086,nan,noniso
"036086,038088",0.03879559073479904,0.0017036062222791507,"Fr95,   mu",['Fr95'],R038088-R036086,nan,noniso
"038088,039089",0.01826818216034472,0.0015467893360815322,"Fr95,   mu",['Fr95'],R039089-R038088,nan,noniso
"038088,040090",0.04559421472140429,0.001548404630426957,"Fr95,   mu",['Fr95'],R040090-R038088,nan,noniso
"040090,042092",0.054,0.02354,"Vr87 (Ph72),   el","['Ph72', 'Vr87']",R042092-R040090,nan,noniso
"040090,042092",0.05,0.006,"Vr87 (Dr75),  el(FB)","['Dr75', 'Vr87']",R042092-R040090,nan,noniso
"040092,041093",0.018114900357616655,0.0015468703767976583,"Fr95,   mu",['Fr95'],R041093-R040092,nan,noniso
"040092,042094",0.04622600017828018,0.0016263837049950063,"Fr95,   mu",['Fr95'],R042094-R040092,nan,noniso
"042100,044102",0.036236595393181366,0.0017818013446187797,"Fr95,   mu",['Fr95'],R044102-R042100,nan,noniso
"044102,045103",0.012262411486256165,0.0017030477331786728,"Fr95,   mu",['Fr95'],R045103-R044102,nan,noniso
"044102,046104",0.026868904877005027,0.0019376724213118412,"Fr95,   mu",['Fr95'],R046104-R044102,nan,noniso
"046108,047109",0.007889652138279432,0.0017030825776726834,"Fr95,   mu",['Fr95'],R047109-R046108,nan,noniso
"046108,048110",0.01640478217289304,0.0017032534562062404,"Fr95,   mu",['Fr95'],R048110-R046108,nan,noniso
"048114,049115",0.003828163570063033,0.001703142505332008,"Fr95,   mu.   Nem differencia-mérés; 2022-ben nem került alkalmazásra.",['Fr95'],R049115-R048114,No,noniso
"048114,050116",0.014219356171847882,0.0016251883691699499,"Fr95,   mu.   Nem differencia-mérés; 2022-ben nem került alkalmazásra.",['Fr95'],R050116-R048114,No,noniso
"050122,052124",0.051649398046981085,0.00178308787595109,"Fr95,   mu",['Fr95'],R052124-R050122,nan,noniso
"051123,052124",0.029693466718406697,0.0016258304376189736,"Fr95,   mu",['Fr95'],R052124-R051123,nan,noniso
"052126,053127",0.021802593535980262,0.001469379615847252,"Fr95,   mu",['Fr95'],R053127-R052126,nan,noniso
"052126,054128",0.047748343953320574,0.0016270036381418609,"Fr95,   mu",['Fr95'],R054128-R052126,nan,noniso
"054132,055133",0.017194064520338715,0.0014692441510097802,"Fr95,   mu",['Fr95'],R055133-R054132,nan,noniso
"054132,056134",0.04204853315682768,0.0014708241507650705,"Fr95,   mu",['Fr95'],R056134-R054132,nan,noniso
"056138,057139",0.015398282327737984,0.0014692359384803583,"Fr95,   mu",['Fr95'],R057139-R056138,nan,noniso
"056138,058140",0.03744155288922978,0.0014704886553608388,"Fr95,   mu",['Fr95'],R058140-R056138,nan,noniso
"058140,059141",0.014618277972780619,0.0014692634030865428,"Fr95,   mu",['Fr95'],R059141-R058140,nan,noniso
"058140,060142",0.03572586125499339,0.0014704070989412761,"Fr95,   mu",['Fr95'],R060142-R058140,nan,noniso
"060142,062144",0.03355851665715742,0.002783867750222788,"Fr95,   mu",['Fr95'],R062144-R060142,nan,noniso
"062152,063153",0.02865555175324809,0.0031751941903888255,"Fr95,   mu",['Fr95'],R063153-R062152,nan,noniso
"062152,064154",0.03367621784507777,0.0031758373417521838,"Fr95,   mu",['Fr95'],R064154-R062152,nan,noniso
"064160,066162",0.028227007089041026,0.0029418524159934402,"Fr95,   mu",['Fr95'],R066162-R064160,nan,noniso
"066164,068166",0.02802439149179905,0.002864519259845225,"Fr95,   mu",['Fr95'],R068166-R066164,nan,noniso
"070174,072176",0.020010517226664734,0.0032559205962759117,"Fr95,   mu",['Fr95'],R072176-R070174,nan,noniso
"072180,073181",0.009723485361443997,0.0027842876761688326,"Fr95,   mu",['Fr95'],R073181-R072180,nan,noniso
"072180,074182",0.017639109931872107,0.0027844068043140547,"Fr95,   mu",['Fr95'],R074182-R072180,nan,noniso
"074186,076188",0.016133774009571646,0.003409954950593777,"Fr95,   mu.   Nem differencia-mérés; 2022-ben nem került alkalmazásra.",['Fr95'],R076188-R074186,No,noniso
"076192,078194",0.016352654710588003,0.003252118156892099,"Fr95,   mu.   Nem differencia-mérés; 2022-ben nem került alkalmazásra.",['Fr95'],R078194-R076192,No,noniso
"078196,079197",0.004460096594549813,0.001782485797935174,"Fr95,   mu",['Fr95'],R079197-R078196,nan,noniso
"078196,080198",0.014945546790120346,0.0017826320776961745,"Fr95,   mu.   Nem differencia-mérés; 2022-ben nem került alkalmazásra.",['Fr95'],R080198-R078196,No,noniso
"080202,081203",0.004773479388179951,0.002252069266803481,"Fr95,   mu.   Nem differencia-mérés; 2022-ben nem került alkalmazásra.",['Fr95'],R081203-R080202,No,noniso
"081203,082204",0.015,0.013000000000000001,"Vr87 (Eu78),   el(FB)","['Eu78', 'Vr87']",R082204-R081203,nan,noniso
"080204,082206",0.01377294154725124,0.001704432803191878,"Fr95,   mu.   Nem differencia-mérés; 2022-ben nem került alkalmazásra.",['Fr95'],R082206-R080204,No,noniso
"081205,082206",0.029,0.013000000000000001,"Vr87 (Eu78),   el(FB)","['Eu78', 'Vr87']",R082206-R081205,nan,noniso
"082208,083209",0.014712891707077586,0.00373914169384755,"Fr95,   mu",['Fr95'],R083209-R082208,nan,noniso
"002003,002004",-0.271,0.0152,Vr87 (Gu82) MI,"['Gu82', 'Vr87']",R002004-R002003,nan,isoe
"003006,003007",-0.08,0.030199999999999998,"Vr87 (Be65) MI, +10","['Be65', 'Vr87']",R003007-R003006,nan,isoe
"003006,003007",-0.13,0.030199999999999998,"Vr87 (Su67) MI, + 10","['Su67', 'Vr87']",R003007-R003006,nan,isoe
"006012,006013",-0.023,0.01123,Ja74,['Ja74'],R006013-R006012,nan,isoe
"006012,006013",-0.012,0.02012,Vr87 (Ya71),"['Ya71', 'Vr87']",R006013-R006012,nan,isoe
"006012,006014",0.12,0.0522,Vr87 (Kl73),"['Kl73', 'Vr87']",R006014-R006012,nan,isoe
"007014,007015",0.04,0.013399999999999999,Vr87 (Sc75),"['Sc75', 'Vr87']",R007015-R007014,nan,isoe
"008016,008017",-0.013,0.021130000000000003,Vr87 (Si70a) + 5,"['Si70a', 'Vr87']",R008017-R008016,nan,isoe
"008016,008017",0.004,0.01604,Vr87 (Ki78),"['Ki78', 'Vr87']",R008017-R008016,nan,isoe
"008016,008017",-0.008,0.0072,Vr87 (Mi79)  FB,"['Mi79', 'Vr87']",R008017-R008016,nan,isoe
"008016,008018",0.053,0.01353,Vr87 (Si70a),"['Si70a', 'Vr87']",R008018-R008016,nan,isoe
"008016,008018",0.07,0.0127,Vr87 (Sc75),"['Sc75', 'Vr87']",R008018-R008016,nan,isoe
"008016,008018",0.074,0.0052,Vr87 (Mi79)   FB,"['Mi79', 'Vr87']",R008018-R008016,nan,isoe
"010020,010022",-0.073,0.028730000000000002,Vr87 (Mo71),"['Mo71', 'Vr87']",R010022-R010020,nan,isoe
"010020,010022",-0.053,0.010529999999999998,Vr87 (Kn81),"['Kn81', 'Vr87']",R010022-R010020,nan,isoe
"012024,012025",0.016,0.03316,Vr87 (Le76),"['Le76', 'Vr87']",R012025-R012024,nan,isoe
"012024,012026",-0.05,0.0465,Vr87 (Kh70a) + 5,"['Kh70a', 'Vr87']",R012026-R012024,nan,isoe
"012024,012026",-0.019,0.033190000000000004,Vr87 (Le76),"['Le76', 'Vr87']",R012026-R012024,nan,isoe
"014028,014029",-0.052,0.026520000000000002,Vr87 (Br77),"['Br77', 'Vr87']",R014029-R014028,nan,isoe
"014028,014030",0.03,0.12129999999999999,Vr87 (Br77),"['Br77', 'Vr87']",R014030-R014028,nan,isoe
"016032,016034",0.032,0.0102,Vr87 (Ry83a)   FB,"['Ry83a', 'Vr87']",R016034-R016032,nan,isoe
"016032,016036",0.034,0.0104,Vr87 (Ry83a)   FB,"['Ry83a', 'Vr87']",R016036-R016032,nan,isoe
"016034,016036",-0.007,0.0122,Vr87 (Ry83a)   FB,"['Ry83a', 'Vr87']",R016036-R016034,nan,isoe
"020040,020042",0.03,0.011300000000000001,Vr87 (Fr68) est.,"['Fr68', 'Vr87']",R020042-R020040,nan,isoe
"020040,020044",0.028,0.011280000000000002,Vr87 (Fr68) est.,"['Fr68', 'Vr87']",R020044-R020040,nan,isoe
"020040,020048",-0.0107,0.0061070000000000004,Vr87 (Fr68),"['Fr68', 'Vr87']",R020048-R020040,nan,isoe
"020040,020048",-0.0014,0.0034,Vr87 (Em83b)   FB,"['Em83b', 'Vr87']",R020048-R020040,nan,isoe
"022046,022048",-0.005,0.03305,Vr87 (Th67) + 5,"['Th67', 'Vr87']",R022048-R022046,nan,isoe
"022046,022048",-0.015,0.01115,Vr87 (Ro71),"['Ro71', 'Vr87']",R022048-R022046,nan,isoe
"022046,022048",0.003,0.01603,Vr87 (He72),"['He72', 'Vr87']",R022048-R022046,nan,isoe
"022046,022050",0.003,0.02703,Vr87 (Th67) + 5,"['Th67', 'Vr87']",R022050-R022046,nan,isoe
"022046,022050",-0.03,0.0163,Vr87 (Ro71),"['Ro71', 'Vr87']",R022050-R022046,nan,isoe
"022046,022050",-0.013,0.01613,Vr87 (He72),"['He72', 'Vr87']",R022050-R022046,nan,isoe
"022048,022050",-0.02,0.011200000000000002,Vr87 (Ro71),"['Ro71', 'Vr87']",R022050-R022048,nan,isoe
"022048,022050",-0.016,0.01616,Vr87 (He72),"['He72', 'Vr87']",R022050-R022048,nan,isoe
"024050,024052",-0.037,0.012369999999999999,Vr87 (La76),"['La76', 'Vr87']",R024052-R024050,nan,isoe
"024050,024052",-0.028,0.01828,Vr87 (Sh78b) + 5,"['Sh78b', 'Vr87']",R024052-R024050,nan,isoe
"024050,024053",0.027,0.01827,Vr87 (Sh78b) + 5,"['Sh78b', 'Vr87']",R024053-R024050,nan,isoe
"024050,024054",0.033,0.007330000000000001,Vr87 (La76),"['La76', 'Vr87']",R024054-R024050,nan,isoe
"024050,024054",0.068,0.018680000000000002,Vr87 (Sh78b) + 5,"['Sh78b', 'Vr87']",R024054-R024050,nan,isoe
"024052,024054",0.048,0.01048,Vr87 (La76),"['La76', 'Vr87']",R024054-R024052,nan,isoe
"026054,026056",0.0445,0.001,Vr87 (Wo80)  FB+mu,"['Wo80', 'Vr87']",R026056-R026054,nan,isoe
"026056,026058",0.0382,0.0012000000000000001,Vr87 (Wo80)  FB+mu,"['Wo80', 'Vr87']",R026058-R026056,nan,isoe
"028058,028060",0.0373,0.0013000000000000002,Vr87 (Wo80)  FB+mu,"['Wo80', 'Vr87']",R028060-R028058,nan,isoe
"028058,028062",0.061,0.014609999999999998,Vr87 (Li71b) + 5,"['Li71b', 'Vr87']",R028062-R028058,nan,isoe
"028058,028062",0.079,0.00779,Vr87 (Ke77),"['Ke77', 'Vr87']",R028062-R028058,nan,isoe
"028058,028064",0.082,0.01682,Vr87 (Kh70b) est,"['Kh70b', 'Vr87']",R028064-R028058,nan,isoe
"028060,028062",0.0286,0.001,Vr87 (Wo80)  FB+mu,"['Wo80', 'Vr87']",R028062-R028060,nan,isoe
"028060,028064",0.043,0.01643,Vr87 (Kh70b) est,"['Kh70b', 'Vr87']",R028064-R028060,nan,isoe
"028062,028064",0.0181,0.0007999999999999999,Vr87 (Wo80)  FB+mu,"['Wo80', 'Vr87']",R028064-R028062,nan,isoe
"029063,029065",0.0202,0.0018019999999999998,Vr87 (Sc77),"['Sc77', 'Vr87']",R029065-R029063,nan,isoe
"030064,030066",0.018,0.01218,Vr87 (Ke77),"['Ke77', 'Vr87']",R030066-R030064,nan,isoe
"030064,030066",0.0225,0.0032,Vr87 (Wo80)  FB+mu,"['Wo80', 'Vr87']",R030066-R030064,nan,isoe
"030066,030068",-0.016,0.010159999999999999,Vr87 (Ne72),"['Ne72', 'Vr87']",R030068-R030066,nan,isoe
"030066,030068",0.007,0.01407,Vr87 (Ke77),"['Ke77', 'Vr87']",R030068-R030066,nan,isoe
"030066,030068",0.0144,0.0032,Vr87 (Wo80)  FB+mu,"['Wo80', 'Vr87']",R030068-R030066,nan,isoe
"030068,030070",0.047,0.01647,Vr87 (Ne72),"['Ne72', 'Vr87']",R030070-R030068,nan,isoe
"030068,030070",0.026,0.01726,Vr87 (Ke77),"['Ke77', 'Vr87']",R030070-R030068,nan,isoe
"030068,030070",0.0173,0.0027,Vr87 (Wo80)  FB+mu,"['Wo80', 'Vr87']",R030070-R030068,nan,isoe
"032070,032072",0.0168,0.0026,Vr87 (Ma84) FB,"['Ma84', 'Vr87']",R032072-R032070,nan,isoe
"032070,032076",0.0383,0.003,Vr87 (Ma84) FB,"['Ma84', 'Vr87']",R032076-R032070,nan,isoe
"032072,032074",0.0151,0.0026,Vr87 (Ma84) FB,"['Ma84', 'Vr87']",R032074-R032072,nan,isoe
"032074,032076",0.0064,0.0026,Vr87 (Ma84) FB,"['Ma84', 'Vr87']",R032076-R032074,nan,isoe
"040090,040092",0.0378,0.0022,Ro76   FB,['Ro76'],R040092-R040090,nan,isoe
"040092,040094",0.0211,0.005999999999999999,Ro76   FB,['Ro76'],R040094-R040092,nan,isoe
"042092,042094",0.04,0.0052,Vr87 (Dr75)  FB,"['Dr75', 'Vr87']",R042094-R042092,nan,isoe
"042094,042096",0.028,0.0052,Vr87 (Dr75)  FB,"['Dr75', 'Vr87']",R042096-R042094,nan,isoe
"042096,042098",0.028,0.0052,Vr87 (Dr75)  FB,"['Dr75', 'Vr87']",R042098-R042096,nan,isoe
"042098,042100",0.039,0.0052,Vr87 (Dr75)  FB,"['Dr75', 'Vr87']",R042100-R042098,nan,isoe
"048110,048112",0.03,0.0163,Vr87 (Gi75),"['Gi75', 'Vr87']",R048112-R048110,nan,isoe
"048110,048116",0.061,0.01861,Vr87 (Gi75),"['Gi75', 'Vr87']",R048116-R048110,nan,isoe
"048112,048114",0.021,0.01721,Vr87 (Gi75),"['Gi75', 'Vr87']",R048114-R048112,nan,isoe
"048114,048116",0.01,0.0171,Vr87 (Gi75),"['Gi75', 'Vr87']",R048116-R048114,nan,isoe
"050112,050118",0.019,0.01619,Vr87 (Kh70b) est,"['Kh70b', 'Vr87']",R050118-R050112,nan,isoe
"050116,050118",-0.004,0.012039999999999999,Vr87 (Li72b) + 5,"['Li72b', 'Vr87']",R050118-R050116,nan,isoe
"050116,050124",0.015,0.013150000000000002,Vr87 (Li72b) + 5,"['Li72b', 'Vr87']",R050124-R050116,nan,isoe
"050118,050124",0.019,0.014189999999999998,Vr87 (Li72b) + 5,"['Li72b', 'Vr87']",R050124-R050118,nan,isoe
"060142,060146",0.0527,0.009527,"Vr87 (Ma74),+K-X-rays","['Ma74', 'Vr87']",R060146-R060142,nan,isoe
"060142,060150",0.115,0.012150000000000001,"Vr87 (Ma74),+K-X-rays","['Ma74', 'Vr87']",R060150-R060142,nan,isoe
"060146,060150",0.067,0.009670000000000002,"Vr87 (Ma74),+K-X-rays","['Ma74', 'Vr87']",R060150-R060146,nan,isoe
"062148,062150",0.03,0.0713,Vr87 (Ca73),"['Ca73', 'Vr87']",R062150-R062148,nan,isoe
"062148,062152",0.17,0.07270000000000001,Vr87 (Ca73),"['Ca73', 'Vr87']",R062152-R062148,nan,isoe
"062148,062152",0.12,0.0208,Vr87 (Ho80)   FB,"['Ho80', 'Vr87']",R062152-R062148,nan,isoe
"062152,062154",0.03,0.0204,Vr87 (Ho80)   FB,"['Ho80', 'Vr87']",R062154-R062152,nan,isoe
"082206,082207",0.005,0.00805,Vr87 (Ja73),"['Ja73', 'Vr87']",R082207-R082206,nan,isoe
"082206,082208",0.013,0.00513,Vr87 (Ja73),"['Ja73', 'Vr87']",R082208-R082206,nan,isoe
"082207,082208",0.008,0.00808,Vr87 (Ja73),"['Ja73', 'Vr87']",R082208-R082207,nan,isoe
"006012,006013",-0.00225294687346084,0.013952997657306863,Fr95 (Sc82),"['Sc82', 'Fr95']",R006013-R006012,nan,isom
"006012,006014",0.021519527032712163,0.010709375662109036,Fr95 (Sc82),"['Sc82', 'Fr95']",R006014-R006012,nan,isom
"008016,008018",0.076,0.0052,Ba80,['Ba80'],R008018-R008016,nan,isom
"008016,008018",0.07664661626118587,0.006884113535328934,Fr95,['Fr95'],R008018-R008016,nan,isom
"010020,010021",-0.03834307864042721,0.0034271183813940082,Fr95 (Fr92),"['Fr92', 'Fr95']",R010021-R010020,nan,isom
"010020,010022",-0.052109254947436574,0.003440884557701018,Fr95 (Fr92),"['Fr92', 'Fr95']",R010022-R010020,nan,isom
"010021,010022",-0.013999501329162065,0.00565825001822552,Fr92  Redund.,['Fr92'],R010022-R010021,nan,isom
"012024,012025",-0.028556246186812358,0.0016291350782375548,Fr95 (Fr92),"['Fr92', 'Fr95']",R012025-R012024,nan,isom
"012024,012026",-0.023265170599065108,0.0016238440026498076,Fr95 (Fr92),"['Fr92', 'Fr95']",R012026-R012024,nan,isom
"012025,012026",0.005446695457975109,0.0025397447488758793,Fr92  Red.,['Fr92'],R012026-R012025,nan,isom
"014028,014029",-0.004047725356453922,0.005497227037642351,Fr95 (Fr92),"['Fr92', 'Fr95']",R014029-R014028,nan,isom
"014028,014030",0.010742040369050793,0.005503921352654947,Fr95 (Fr92),"['Fr92', 'Fr95']",R014030-R014028,nan,isom
"014029,014030",0.014789765725504713,0.004885242100095414,Fr92  Red.,['Fr92'],R014030-R014029,nan,isom
"016032,016034",0.022504036339293952,0.0020134827069405426,Fr95 (Sc85),"['Sc85', 'Fr95']",R016034-R016032,nan,isom
"016032,016036",0.03768842072047845,0.002150798453469499,Fr92  Red.,['Fr92'],R016036-R016032,nan,isom
"016034,016036",0.01479504119192336,0.001850036436088716,Fr95 (Sc85),"['Sc85', 'Fr95']",R016036-R016034,nan,isom
"018036,018038",0.011606179502980738,0.001535801156353132,Fr95,['Fr95'],R018038-R018036,nan,isom
"018038,018040",0.025081810737985225,0.0015492767875881367,Fr95,['Fr95'],R018040-R018038,nan,isom
"019039,019041",0.0171,0.0050999999999999995,Wo81+ 1,['Wo81'],R019041-R019039,nan,isom
"020040,020042",0.03038757718561698,0.001321223681284688,Fr95  (Wo81),"['Wo81', 'Fr95']",R020042-R020040,nan,isom
"020040,020044",0.03629367552066766,0.002103714577500676,En74(67EF1) R,['En74'],R020044-R020040,nan,isom
"013040,013044",0.03957444204505222,0.0037627380120032225,En74(70MB1) R,['En74'],R013044-R013040,nan,isom
"020040,020048",-0.003436133727912074,0.004400571286605222,En74(67EF1) R,['En74'],R020048-R020040,nan,isom
"020042,020043",-0.013869201894973903,0.001304705305994045,Fr95  (Wo81),"['Wo81', 'Fr95']",R020043-R020042,nan,isom
"020042,020044",0.00997335866604865,0.0013008094627651196,Fr95  (Wo81),"['Wo81', 'Fr95']",R020044-R020042,nan,isom
"020043,020044",0.0234,0.004699999999999999,"Wo81+1, Red",['Wo81'],R020044-R020043,nan,isom
"020044,020046",-0.019868800467518797,0.004271545758549782,Fr95  (Wo81),"['Wo81', 'Fr95']",R020046-R020044,nan,isom
"020046,020048",-0.019868800467518797,0.004271545758549782,Fr95  (Wo81),"['Wo81', 'Fr95']",R020048-R020046,nan,isom
"022046,022047",-0.010677519841550789,0.0013018109343065948,Fr95  (Wo81),"['Wo81', 'Fr95']",R022047-R022046,nan,isom
"022046,022048",-0.014340610590112006,0.0013834121260883736,Fr95  (Wo81),"['Wo81', 'Fr95']",R022048-R022046,nan,isom
"022047,022048",-0.0028,0.004699999999999999,"Wo81+1, Red",['Wo81'],R022048-R022047,nan,isom
"022048,022049",-0.018237515641772877,0.001465247132173252,Fr95  (Wo81),"['Wo81', 'Fr95']",R022049-R022048,nan,isom
"022048,022050",-0.02127710158206836,0.00139034861708033,Fr95  (Wo81),"['Wo81', 'Fr95']",R022050-R022048,nan,isom
"022049,022050",-0.0027,0.0048,"Wo81+1, Red",['Wo81'],R022050-R022049,nan,isom
"024050,024052",-0.019411490745245834,0.0012328628147942253,Fr95  (Wo81),"['Wo81', 'Fr95']",R024052-R024050,nan,isom
"024052,024053",0.017150714714675035,0.001074686450448427,Fr95  (Wo81),"['Wo81', 'Fr95']",R024053-R024052,nan,isom
"024052,024054",0.045215520611416,0.0011807090505027817,Fr95  (Wo81),"['Wo81', 'Fr95']",R024054-R024052,nan,isom
"024053,024054",0.0282,0.0046,"Wo81+1, Red",['Wo81'],R024054-R024053,nan,isom
"026054,026056",0.04343271730613096,0.0012571227082930295,Fr95,['Fr95'],R026056-R026054,nan,isom
"026056,026057",0.01637499216209605,0.0013080411363018327,Fr95,['Fr95'],R026057-R026056,nan,isom
"026056,026058",0.03727260120705672,0.0012509625921939553,Fr95,['Fr95'],R026058-R026056,nan,isom
"028058,028060",0.03735881339035877,0.001095285634463316,Fr95,['Fr95'],R028060-R028058,nan,isom
"028060,028061",0.010919068631837637,0.0011468392370750635,Fr95,['Fr95'],R028061-R028060,nan,isom
"028060,028062",0.02940349195859135,0.0010873303130315487,Fr95,['Fr95'],R028062-R028060,nan,isom
"028062,028064",0.018640410021494247,0.0010765672310944516,Fr95,['Fr95'],R028064-R028062,nan,isom
"029063,029065",0.019734392685148438,0.0010777514659524722,Fr95,['Fr95'],R029065-R029063,nan,isom
"030064,030066",0.020672521695248535,0.0010007676800065138,Fr95,['Fr95'],R030066-R030064,nan,isom
"030066,030068",0.016850055419523332,0.0009969452137307889,Fr95,['Fr95'],R030068-R030066,nan,isom
"030068,030070",0.018098207672821356,0.0017782885242953524,Fr95,['Fr95'],R030070-R030068,nan,isom
"031069,031071",0.014589226175634906,0.0008387272443846149,Fr95,['Fr95'],R031071-R031069,nan,isom
"032070,032072",0.016385202553216714,0.0008405833950567107,Fr95,['Fr95'],R032072-R032070,nan,isom
"032072,032073",0.0061639571509720026,0.0009083869237174028,Fr95,['Fr95'],R032073-R032072,nan,isom
"032072,032074",0.017789648486349577,0.000998037389115717,Fr95,['Fr95'],R032074-R032072,nan,isom
"032074,032076",0.007490378310041927,0.0009877381189394095,Fr95,['Fr95'],R032076-R032074,nan,isom
"034076,034077",7.803921911212562e-05,0.001058509449452494,Fr95,['Fr95'],R034077-R034076,nan,isom
"034076,034078",0.0014827451631303865,0.0010599141553965122,Fr95,['Fr95'],R034078-R034076,nan,isom
"034078,034080",-0.0003901960955606281,0.0009027431681046912,Fr95,['Fr95'],R034080-R034078,nan,isom
"034080,034082",7.803921911212562e-05,0.0009024310112282427,Fr95,['Fr95'],R034082-R034080,nan,isom
"035079,035081",-0.0030438003534006067,0.0009054592665227714,Fr95,['Fr95'],R035081-R035079,nan,isom
"036078,036080",-0.005541758263390419,0.0011421769577096585,Fr95,['Fr95'],R036080-R036078,nan,isom
"036080,036082",-0.0054637053301032305,0.0010640459714891823,Fr95,['Fr95'],R036082-R036080,nan,isom
"036082,036083",-0.006322287596262308,0.0009868516204681523,Fr95,['Fr95'],R036083-R036082,nan,isom
"036082,036084",-0.003980699597646639,0.0009845100324695367,Fr95,['Fr95'],R036084-R036082,nan,isom
"036084,036086",-0.004449017197369773,0.0009069254167820707,Fr95,['Fr95'],R036086-R036084,nan,isom
"037085,037087",-0.004995810476915772,0.0007514125813895782,Fr95,['Fr95'],R037087-R037085,nan,isom
"038084,038086",-0.010538908244957101,0.0009131327912420971,Fr95,['Fr95'],R038086-R038084,nan,isom
"038086,038087",-0.006947872842971719,0.0009095417558401119,Fr95,['Fr95'],R038087-R038086,nan,isom
"038086,038088",-0.007182070803970765,0.0007536439798017464,Fr95,['Fr95'],R038088-R038086,nan,isom
"040090,040091",0.014912982221833243,0.0007614620688858786,Fr95,['Fr95'],R040091-R040090,nan,isom
"040090,040092",0.03552569063316296,0.0007039963363452019,Fr95,['Fr95'],R040092-R040090,nan,isom
"040092,040094",0.025297414868450104,0.0006937680605804891,Fr95,['Fr95'],R040094-R040092,nan,isom
"040094,040096",0.018660747387529555,0.0007652098340515751,Fr95,['Fr95'],R040096-R040094,nan,isom
"042092,042094",0.035687288964853806,0.0007823197238750871,Fr95 (Sc80),"['Sc80', 'Fr95']",R042094-R042092,nan,isom
"042092,042096",0.06761843219839586,0.002021616354300345,En74/70MB1+1 R,['En74'],R042096-R042092,nan,isom
"042094,042095",0.00999556452407284,0.0007566279994343062,Fr95 (Sc80),"['Sc80', 'Fr95']",R042095-R042094,nan,isom
"042094,042096",0.03139231983341626,0.0007780247547436495,Fr95 (Sc80),"['Sc80', 'Fr95']",R042096-R042094,nan,isom
"042095,042096",0.021334283031067967,0.0015801063355222196,En74/70MB1+1 R,['En74'],R042096-R042095,nan,isom
"042096,042097",0.003201704261617081,0.0007498341391718504,Fr95 (Sc80),"['Sc80', 'Fr95']",R042097-R042096,nan,isom
