Iso_Idxs,Value,Unc,RefRemarks,Term,Include,Table
"42.092.0,42.095.0",,,nanadded,R42.095.0**2-R42.092.0**2,,ois
"42.092.0,42.096.0",,,"nan,001 errors",R42.096.0**2-R42.092.0**2,,ois
"42.092.0,42.097.0",,,nanadded,R42.097.0**2-R42.092.0**2,,ois
"42.092.0,42.098.0",,,"nan,001 errors",R42.098.0**2-R42.092.0**2,,ois
"42.092.0,42.0100.0",,,nanadded,R42.0100.0**2-R42.092.0**2,,ois
"42.092.0,42.0102.0",,,nannan,R42.0102.0**2-R42.092.0**2,,ois
"42.092.0,42.0103.0",,,nannan,R42.0103.0**2-R42.092.0**2,,ois
"42.092.0,42.0104.0",,,nannan,R42.0104.0**2-R42.092.0**2,,ois
"42.092.0,42.0105.0",,,nannan,R42.0105.0**2-R42.092.0**2,,ois
"42.092.0,42.0106.0",,,nannan,R42.0106.0**2-R42.092.0**2,,ois
"42.092.0,42.0108.0",,,nannan,R42.0108.0**2-R42.092.0**2,,ois
"44.096.0,44.098.0",,,Au87nan,R44.098.0**2-R44.096.0**2,,ois
"44.098.0,44.099.0",,,(Ki64)nan,R44.099.0**2-R44.098.0**2,,ois
"44.098.0,44.0100.0",,,nannan,R44.0100.0**2-R44.098.0**2,,ois
"44.099.0,44.0101.0",,,nannan,R44.0101.0**2-R44.099.0**2,,ois
"44.0100.0,44.0101.0",,,nannan,R44.0101.0**2-R44.0100.0**2,,ois
"44.0100.0,44.0102.0",,,nannan,R44.0102.0**2-R44.0100.0**2,,ois
"44.0102.0,44.0104.0",,,nannan,R44.0104.0**2-R44.0102.0**2,,ois
"46.0102.0,46.0104.0",,,Au87nan,R46.0104.0**2-R46.0102.0**2,,ois
"46.0104.0,46.0106.0",,,(Ba76)nan,R46.0106.0**2-R46.0104.0**2,,ois
"46.0106.0,46.0108.0",,,nannan,R46.0108.0**2-R46.0106.0**2,,ois
"46.0108.0,46.0110.0",,,nannan,R46.0110.0**2-R46.0108.0**2,,ois
"47.0101.0,47.0109.0",,,Ot89nan,R47.0109.0**2-R47.0101.0**2,,ois
"47.0103.0,47.0109.0",,,(Di89)nan,R47.0109.0**2-R47.0103.0**2,,ois
"47.0104.0,47.0109.0",,,nannan,R47.0109.0**2-R47.0104.0**2,,ois
"47.0105.0,47.0109.0",,,nannan,R47.0109.0**2-R47.0105.0**2,,ois
"47.0107.0,47.0109.0",,,nannan,R47.0109.0**2-R47.0107.0**2,,ois
"48.0102.0,48.0114.0",,,Ot89Syst errors,R48.0114.0**2-R48.0102.0**2,,ois
"48.0103.0,48.0114.0",,,(Bu87)from Bu87,R48.0114.0**2-R48.0103.0**2,,ois
"48.0104.0,48.0114.0",,,nannan,R48.0114.0**2-R48.0104.0**2,,ois
"48.0105.0,48.0114.0",,,nannan,R48.0114.0**2-R48.0105.0**2,,ois
"48.0106.0,48.0114.0",,,nannan,R48.0114.0**2-R48.0106.0**2,,ois
"48.0107.0,48.0114.0",,,nannan,R48.0114.0**2-R48.0107.0**2,,ois
"48.0108.0,48.0114.0",,,nannan,R48.0114.0**2-R48.0108.0**2,,ois
"48.0109.0,48.0114.0",,,nannan,R48.0114.0**2-R48.0109.0**2,,ois
"48.0110.0,48.0114.0",,,nannan,R48.0114.0**2-R48.0110.0**2,,ois
"48.0111.0,48.0114.0",,,nannan,R48.0114.0**2-R48.0111.0**2,,ois
"48.0112.0,48.0114.0",,,nannan,R48.0114.0**2-R48.0112.0**2,,ois
"48.0113.0,48.0114.0",,,nannan,R48.0114.0**2-R48.0113.0**2,,ois
"48.0114.0,48.0115.0",,,nannan,R48.0115.0**2-R48.0114.0**2,,ois
"48.0114.0,48.0116.0",,,nannan,R48.0116.0**2-R48.0114.0**2,,ois
"48.0114.0,48.0118.0",,,nannan,R48.0118.0**2-R48.0114.0**2,,ois
"48.0114.0,48.0120.0",,,nannan,R48.0120.0**2-R48.0114.0**2,,ois
"49.0104.0,49.0115.0",,,Ot89Syst errors,R49.0115.0**2-R49.0104.0**2,,ois
"49.0105.0,49.0115.0",,,(Eb87b)from Eb87b,R49.0115.0**2-R49.0105.0**2,,ois
"49.0106.0,49.0115.0",,,nannan,R49.0115.0**2-R49.0106.0**2,,ois
"49.0107.0,49.0115.0",,,nannan,R49.0115.0**2-R49.0107.0**2,,ois
"49.0108.0,49.0115.0",,,nannan,R49.0115.0**2-R49.0108.0**2,,ois
"49.0109.0,49.0115.0",,,nannan,R49.0115.0**2-R49.0109.0**2,,ois
"49.0110.0,49.0115.0",,,nannan,R49.0115.0**2-R49.0110.0**2,,ois
"49.0111.0,49.0115.0",,,nannan,R49.0115.0**2-R49.0111.0**2,,ois
"49.0112.0,49.0115.0",,,nannan,R49.0115.0**2-R49.0112.0**2,,ois
"49.0113.0,49.0115.0",,,nannan,R49.0115.0**2-R49.0113.0**2,,ois
"49.0114.0,49.0115.0",,,nannan,R49.0115.0**2-R49.0114.0**2,,ois
"49.0115.0,49.0116.0",,,nannan,R49.0116.0**2-R49.0115.0**2,,ois
"49.0115.0,49.0117.0",,,nannan,R49.0117.0**2-R49.0115.0**2,,ois
"49.0115.0,49.0118.0",,,nannan,R49.0118.0**2-R49.0115.0**2,,ois
"49.0115.0,49.0119.0",,,nannan,R49.0119.0**2-R49.0115.0**2,,ois
"49.0115.0,49.0120.0",,,nannan,R49.0120.0**2-R49.0115.0**2,,ois
"49.0115.0,49.0121.0",,,nannan,R49.0121.0**2-R49.0115.0**2,,ois
"49.0115.0,49.0122.0",,,nannan,R49.0122.0**2-R49.0115.0**2,,ois
"49.0115.0,49.0123.0",,,nannan,R49.0123.0**2-R49.0115.0**2,,ois
"49.0115.0,49.0124.0",,,nannan,R49.0124.0**2-R49.0115.0**2,,ois
"49.0115.0,49.0125.0",,,nannan,R49.0125.0**2-R49.0115.0**2,,ois
"49.0115.0,49.0126.0",,,nannan,R49.0126.0**2-R49.0115.0**2,,ois
"49.0115.0,49.0127.0",,,nannan,R49.0127.0**2-R49.0115.0**2,,ois
"50.0108.0,50.0116.0",,,Ot89Syst errors,R50.0116.0**2-R50.0108.0**2,,ois
"50.0109.0,50.0116.0",,,(Eb87)from Eb87,R50.0116.0**2-R50.0109.0**2,,ois
"50.0110.0,50.0116.0",,,nannan,R50.0116.0**2-R50.0110.0**2,,ois
"50.0111.0,50.0116.0",,,nannan,R50.0116.0**2-R50.0111.0**2,,ois
"50.0112.0,50.0116.0",,,nannan,R50.0116.0**2-R50.0112.0**2,,ois
"50.0113.0,50.0116.0",,,nannan,R50.0116.0**2-R50.0113.0**2,,ois
"50.0114.0,50.0116.0",,,nannan,R50.0116.0**2-R50.0114.0**2,,ois
"50.0115.0,50.0116.0",,,nannan,R50.0116.0**2-R50.0115.0**2,,ois
"50.0116.0,50.0117.0",,,nannan,R50.0117.0**2-R50.0116.0**2,,ois
"50.0116.0,50.0118.0",,,nannan,R50.0118.0**2-R50.0116.0**2,,ois
"50.0116.0,50.0119.0",,,nannan,R50.0119.0**2-R50.0116.0**2,,ois
"50.0116.0,50.0120.0",,,nannan,R50.0120.0**2-R50.0116.0**2,,ois
"50.0116.0,50.0121.0",,,nannan,R50.0121.0**2-R50.0116.0**2,,ois
"50.0116.0,50.0122.0",,,nannan,R50.0122.0**2-R50.0116.0**2,,ois
"50.0116.0,50.0123.0",,,nannan,R50.0123.0**2-R50.0116.0**2,,ois
"50.0116.0,50.0124.0",,,nannan,R50.0124.0**2-R50.0116.0**2,,ois
"50.0116.0,50.0125.0",,,nannan,R50.0125.0**2-R50.0116.0**2,,ois
"50.0120.0,50.0125.0",,,nannan,R50.0125.0**2-R50.0120.0**2,,ois
"50.0120.0,50.0126.0",,,nannan,R50.0126.0**2-R50.0120.0**2,,ois
"50.0120.0,50.0127.0",,,nannan,R50.0127.0**2-R50.0120.0**2,,ois
"50.0120.0,50.0128.0",,,nannan,R50.0128.0**2-R50.0120.0**2,,ois
"50.0120.0,50.0129.0",,,nannan,R50.0129.0**2-R50.0120.0**2,,ois
"50.0120.0,50.0130.0",,,nannan,R50.0130.0**2-R50.0120.0**2,,ois
"50.0120.0,50.0131.0",,,nannan,R50.0131.0**2-R50.0120.0**2,,ois
"50.0120.0,50.0132.0",,,nannan,R50.0132.0**2-R50.0120.0**2,,ois
"52.0116.0,52.0130.0",,,Li07nan,R52.0130.0**2-R52.0116.0**2,,ois
"52.0118.0,52.0130.0",,,és nan,R52.0130.0**2-R52.0118.0**2,,ois
"52.0120.0,52.0130.0",,,PrivComm.nan,R52.0130.0**2-R52.0120.0**2,,ois
"52.0122.0,52.0130.0",,,from nan,R52.0130.0**2-R52.0122.0**2,,ois
"52.0123.0,52.0130.0",,,B.Roussiére:nan,R52.0130.0**2-R52.0123.0**2,,ois
"52.0124.0,52.0130.0",,,Ro07nan,R52.0130.0**2-R52.0124.0**2,,ois
"52.0125.0,52.0130.0",,,nannan,R52.0130.0**2-R52.0125.0**2,,ois
"52.0126.0,52.0130.0",,,nannan,R52.0130.0**2-R52.0126.0**2,,ois
"52.0128.0,52.0130.0",,,nannan,R52.0130.0**2-R52.0128.0**2,,ois
"52.0130.0,52.0132.0",,,nannan,R52.0132.0**2-R52.0130.0**2,,ois
"52.0130.0,52.0134.0",,,nannan,R52.0134.0**2-R52.0130.0**2,,ois
"52.0130.0,52.0136.0",,,nannan,R52.0136.0**2-R52.0130.0**2,,ois
"54.0116.0,54.0136.0",,,Ot89Syst errors,R54.0136.0**2-R54.0116.0**2,,ois
"54.0118.0,54.0136.0",,,   Bo88 (+Prepr.)nan,R54.0136.0**2-R54.0118.0**2,,ois
"54.0120.0,54.0136.0",,,nannan,R54.0136.0**2-R54.0120.0**2,,ois
"54.0122.0,54.0136.0",,,nannan,R54.0136.0**2-R54.0122.0**2,,ois
"54.0124.0,54.0136.0",,,nannan,R54.0136.0**2-R54.0124.0**2,,ois
"54.0126.0,54.0136.0",,,nannan,R54.0136.0**2-R54.0126.0**2,,ois
"54.0128.0,54.0136.0",,,nannan,R54.0136.0**2-R54.0128.0**2,,ois
"54.0129.0,54.0136.0",,,Bo89nan,R54.0136.0**2-R54.0129.0**2,,ois
"54.0130.0,54.0136.0",,,nannan,R54.0136.0**2-R54.0130.0**2,,ois
"54.0131.0,54.0136.0",,,Bo89nan,R54.0136.0**2-R54.0131.0**2,,ois
"54.0132.0,54.0136.0",,,nannan,R54.0136.0**2-R54.0132.0**2,,ois
"54.0132.0,54.0133.0",,,nannan,R54.0133.0**2-R54.0132.0**2,,ois
"54.0134.0,54.0136.0",,,nannan,R54.0136.0**2-R54.0134.0**2,,ois
"54.0136.0,54.0137.0",,,nannan,R54.0137.0**2-R54.0136.0**2,,ois
"54.0136.0,54.0138.0",,,nannan,R54.0138.0**2-R54.0136.0**2,,ois
"54.0136.0,54.0139.0",,,nannan,R54.0139.0**2-R54.0136.0**2,,ois
"54.0136.0,54.0140.0",,,0nan,R54.0140.0**2-R54.0136.0**2,,ois
"54.0136.0,54.0141.0",,,nannan,R54.0141.0**2-R54.0136.0**2,,ois
"54.0136.0,54.0142.0",,,nannan,R54.0142.0**2-R54.0136.0**2,,ois
"54.0136.0,54.0143.0",,,nannan,R54.0143.0**2-R54.0136.0**2,,ois
"54.0136.0,54.0144.0",,,nannan,R54.0144.0**2-R54.0136.0**2,,ois
"54.0136.0,54.0146.0",,,nannan,R54.0146.0**2-R54.0136.0**2,,ois
"55.0118.0,55.0133.0",,,Ot89Syst error,R55.0133.0**2-R55.0118.0**2,,ois
"55.0119.0,55.0133.0",,,"(Th81b,from Co87",R55.0133.0**2-R55.0119.0**2,,ois
"55.0120.0,55.0133.0",,,Co87)nan,R55.0133.0**2-R55.0120.0**2,,ois
"55.0121.0,55.0133.0",,,nannan,R55.0133.0**2-R55.0121.0**2,,ois
"55.0122.0,55.0133.0",,,nannan,R55.0133.0**2-R55.0122.0**2,,ois
"55.0123.0,55.0133.0",,,nannan,R55.0133.0**2-R55.0123.0**2,,ois
"55.0124.0,55.0133.0",,,nannan,R55.0133.0**2-R55.0124.0**2,,ois
"55.0125.0,55.0133.0",,,nannan,R55.0133.0**2-R55.0125.0**2,,ois
"55.0126.0,55.0133.0",,,nannan,R55.0133.0**2-R55.0126.0**2,,ois
"55.0127.0,55.0133.0",,,nannan,R55.0133.0**2-R55.0127.0**2,,ois
"55.0128.0,55.0133.0",,,nannan,R55.0133.0**2-R55.0128.0**2,,ois
"55.0129.0,55.0133.0",,,nannan,R55.0133.0**2-R55.0129.0**2,,ois
"55.0130.0,55.0133.0",,,nannan,R55.0133.0**2-R55.0130.0**2,,ois
"55.0131.0,55.0133.0",,,nannan,R55.0133.0**2-R55.0131.0**2,,ois
"55.0132.0,55.0133.0",,,nannan,R55.0133.0**2-R55.0132.0**2,,ois
"55.0133.0,55.0134.0",,,nannan,R55.0134.0**2-R55.0133.0**2,,ois
"55.0133.0,55.0135.0",,,nannan,R55.0135.0**2-R55.0133.0**2,,ois
"55.0133.0,55.0136.0",,,nannan,R55.0136.0**2-R55.0133.0**2,,ois
"55.0133.0,55.0137.0",,,nannan,R55.0137.0**2-R55.0133.0**2,,ois
"55.0133.0,55.0138.0",,,nannan,R55.0138.0**2-R55.0133.0**2,,ois
"55.0133.0,55.0139.0",,,nannan,R55.0139.0**2-R55.0133.0**2,,ois
"55.0133.0,55.0140.0",,,nannan,R55.0140.0**2-R55.0133.0**2,,ois
"55.0133.0,55.0141.0",,,nannan,R55.0141.0**2-R55.0133.0**2,,ois
"55.0133.0,55.0142.0",,,nannan,R55.0142.0**2-R55.0133.0**2,,ois
"55.0133.0,55.0143.0",,,nannan,R55.0143.0**2-R55.0133.0**2,,ois
"55.0133.0,55.0144.0",,,nannan,R55.0144.0**2-R55.0133.0**2,,ois
"55.0133.0,55.0145.0",,,nannan,R55.0145.0**2-R55.0133.0**2,,ois
"55.0133.0,55.0146.0",,,nannan,R55.0146.0**2-R55.0133.0**2,,ois
"56.0120.0,56.0138.0",,,Ot89nan,R56.0138.0**2-R56.0120.0**2,,ois
"56.0121.0,56.0138.0",,,"(Ea88,nan",R56.0138.0**2-R56.0121.0**2,,ois
"56.0122.0,56.0138.0",,,Be79)nan,R56.0138.0**2-R56.0122.0**2,,ois
"56.0123.0,56.0138.0",,,nannan,R56.0138.0**2-R56.0123.0**2,,ois
"56.0124.0,56.0138.0",,,nannan,R56.0138.0**2-R56.0124.0**2,,ois
"56.0125.0,56.0138.0",,,nannan,R56.0138.0**2-R56.0125.0**2,,ois
"56.0126.0,56.0138.0",,,nannan,R56.0138.0**2-R56.0126.0**2,,ois
"56.0127.0,56.0138.0",,,nannan,R56.0138.0**2-R56.0127.0**2,,ois
"56.0128.0,56.0138.0",,,nannan,R56.0138.0**2-R56.0128.0**2,,ois
"56.0129.0,56.0138.0",,,nannan,R56.0138.0**2-R56.0129.0**2,,ois
"56.0130.0,56.0138.0",,,nannan,R56.0138.0**2-R56.0130.0**2,,ois
"56.0131.0,56.0138.0",,,nannan,R56.0138.0**2-R56.0131.0**2,,ois
"56.0132.0,56.0138.0",,,nannan,R56.0138.0**2-R56.0132.0**2,,ois
"56.0133.0,56.0138.0",,,nannan,R56.0138.0**2-R56.0133.0**2,,ois
"56.0134.0,56.0138.0",,,nannan,R56.0138.0**2-R56.0134.0**2,,ois
"56.0135.0,56.0138.0",,,nannan,R56.0138.0**2-R56.0135.0**2,,ois
"56.0136.0,56.0138.0",,,nannan,R56.0138.0**2-R56.0136.0**2,,ois
"56.0137.0,56.0138.0",,,nannan,R56.0138.0**2-R56.0137.0**2,,ois
"56.0138.0,56.0139.0",,,nannan,R56.0139.0**2-R56.0138.0**2,,ois
"56.0138.0,56.0140.0",,,nannan,R56.0140.0**2-R56.0138.0**2,,ois
"56.0138.0,56.0141.0",,,nannan,R56.0141.0**2-R56.0138.0**2,,ois
"56.0138.0,56.0142.0",,,nannan,R56.0142.0**2-R56.0138.0**2,,ois
"56.0138.0,56.0143.0",,,nannan,R56.0143.0**2-R56.0138.0**2,,ois
"56.0138.0,56.0144.0",,,nannan,R56.0144.0**2-R56.0138.0**2,,ois
"56.0138.0,56.0145.0",,,nannan,R56.0145.0**2-R56.0138.0**2,,ois
"56.0138.0,56.0146.0",,,nannan,R56.0146.0**2-R56.0138.0**2,,ois
"56.0138.0,56.0148.0",,,nannan,R56.0148.0**2-R56.0138.0**2,,ois
"57.0137.0,57.0139.0",,,Au87nan,R57.0139.0**2-R57.0137.0**2,,ois
"57.0138.0,57.0139.0",,,nannan,R57.0139.0**2-R57.0138.0**2,,ois
"58.0136.0,58.0140.0",,,Ch03nan,R58.0140.0**2-R58.0136.0**2,,ois
"58.0138.0,58.0140.0",,,nannan,R58.0140.0**2-R58.0138.0**2,,ois
"58.0140.0,58.0142.0",,,nannan,R58.0142.0**2-R58.0140.0**2,,ois
"58.0140.0,58.0144.0",,,nannan,R58.0144.0**2-R58.0140.0**2,,ois
"58.0140.0,58.0146.0",,,nannan,R58.0146.0**2-R58.0140.0**2,,ois
"58.0140.0,58.0148.0",,,nannan,R58.0148.0**2-R58.0140.0**2,,ois
"60.0132.0,60.0142.0",,,Ot89nan,R60.0142.0**2-R60.0132.0**2,,ois
"60.0134.0,60.0142.0",,,"(Al87,nan",R60.0142.0**2-R60.0134.0**2,,ois
"60.0135.0,60.0142.0",,,Ki73)nan,R60.0142.0**2-R60.0135.0**2,,ois
"60.0136.0,60.0142.0",,,nannan,R60.0142.0**2-R60.0136.0**2,,ois
"60.0137.0,60.0142.0",,,nannan,R60.0142.0**2-R60.0137.0**2,,ois
"60.0138.0,60.0142.0",,,nannan,R60.0142.0**2-R60.0138.0**2,,ois
"60.0139.0,60.0142.0",,,nannan,R60.0142.0**2-R60.0139.0**2,,ois
"60.0140.0,60.0142.0",,,nannan,R60.0142.0**2-R60.0140.0**2,,ois
"60.0141.0,60.0142.0",,,nannan,R60.0142.0**2-R60.0141.0**2,,ois
"60.0142.0,60.0143.0",,,nannan,R60.0143.0**2-R60.0142.0**2,,ois
"60.0142.0,60.0144.0",,,nannan,R60.0144.0**2-R60.0142.0**2,,ois
"60.0142.0,60.0145.0",,,nannan,R60.0145.0**2-R60.0142.0**2,,ois
"60.0142.0,60.0146.0",,,nannan,R60.0146.0**2-R60.0142.0**2,,ois
"60.0142.0,60.0148.0",,,nannan,R60.0148.0**2-R60.0142.0**2,,ois
"60.0142.0,60.0150.0",,,nannan,R60.0150.0**2-R60.0142.0**2,,ois
"62.0138.0,62.0144.0",,,Ot89nan,R62.0144.0**2-R62.0138.0**2,,ois
"62.0139.0,62.0144.0",,,(Al87)nan,R62.0144.0**2-R62.0139.0**2,,ois
"62.0140.0,62.0144.0",,,nannan,R62.0144.0**2-R62.0140.0**2,,ois
"62.0141.0,62.0144.0",,,nannan,R62.0144.0**2-R62.0141.0**2,,ois
"62.0142.0,62.0144.0",,,nannan,R62.0144.0**2-R62.0142.0**2,,ois
"62.0143.0,62.0144.0",,,nannan,R62.0144.0**2-R62.0143.0**2,,ois
"62.0144.0,62.0145.0",,,nannan,R62.0145.0**2-R62.0144.0**2,,ois
"62.0144.0,62.0146.0",,,nannan,R62.0146.0**2-R62.0144.0**2,,ois
"62.0144.0,62.0147.0",,,nannan,R62.0147.0**2-R62.0144.0**2,,ois
"62.0144.0,62.0148.0",,,nannan,R62.0148.0**2-R62.0144.0**2,,ois
"62.0144.0,62.0149.0",,,nannan,R62.0149.0**2-R62.0144.0**2,,ois
"62.0144.0,62.0150.0",,,nannan,R62.0150.0**2-R62.0144.0**2,,ois
"62.0144.0,62.0151.0",,,nannan,R62.0151.0**2-R62.0144.0**2,,ois
"62.0144.0,62.0152.0",,,nannan,R62.0152.0**2-R62.0144.0**2,,ois
"62.0144.0,62.0153.0",,,nannan,R62.0153.0**2-R62.0144.0**2,,ois
"62.0144.0,62.0154.0",,,nannan,R62.0154.0**2-R62.0144.0**2,,ois
"63.0137.0,63.0145.0",,,Ba04Syst 5%,R63.0145.0**2-R63.0137.0**2,,ois
"63.0138.0,63.0145.0",,,Ot89  Signs: Ah85 Fig. 5.,R63.0145.0**2-R63.0138.0**2,,ois
"63.0139.0,63.0145.0",,,"(Ah85,nan",R63.0145.0**2-R63.0139.0**2,,ois
"63.0140.0,63.0145.0",,,Al87)nan,R63.0145.0**2-R63.0140.0**2,,ois
"63.0141.0,63.0145.0",,,nannan,R63.0145.0**2-R63.0141.0**2,,ois
"63.0142.0,63.0145.0",,,nannan,R63.0145.0**2-R63.0142.0**2,,ois
"63.0143.0,63.0145.0",,,nannan,R63.0145.0**2-R63.0143.0**2,,ois
"63.0144.0,63.0145.0",,,nannan,R63.0145.0**2-R63.0144.0**2,,ois
"63.0145.0,63.0146.0",,,nannan,R63.0146.0**2-R63.0145.0**2,,ois
"63.0145.0,63.0147.0",,,nannan,R63.0147.0**2-R63.0145.0**2,,ois
"63.0145.0,63.0148.0",,,nannan,R63.0148.0**2-R63.0145.0**2,,ois
"63.0145.0,63.0149.0",,,nannan,R63.0149.0**2-R63.0145.0**2,,ois
"63.0145.0,63.0150.0",,,nannan,R63.0150.0**2-R63.0145.0**2,,ois
"63.0145.0,63.0151.0",,,nannan,R63.0151.0**2-R63.0145.0**2,,ois
"63.0151.0,63.0152.0",,,"Au87: Br81, Ah85nan",R63.0152.0**2-R63.0151.0**2,,ois
"63.0151.0,63.0153.0",,,Al90anan,R63.0153.0**2-R63.0151.0**2,,ois
"63.0151.0,63.0154.0",,,"Au87: Br81, Ah85nan",R63.0154.0**2-R63.0151.0**2,,ois
"63.0151.0,63.0155.0",,,Al90anan,R63.0155.0**2-R63.0151.0**2,,ois
"63.0151.0,63.0156.0",,,nannan,R63.0156.0**2-R63.0151.0**2,,ois
"63.0151.0,63.0157.0",,,nannan,R63.0157.0**2-R63.0151.0**2,,ois
"63.0151.0,63.0158.0",,,nannan,R63.0158.0**2-R63.0151.0**2,,ois
"63.0151.0,63.0159.0",,,nannan,R63.0159.0**2-R63.0151.0**2,,ois
"64.0145.0,64.0160.0",,,Ba05nan,R64.0160.0**2-R64.0145.0**2,,ois
"64.0148.0,64.0160.0",,,Al88bnan,R64.0160.0**2-R64.0148.0**2,,ois
"64.0150.0,64.0160.0",,,Fe08Priv. Comm.,R64.0160.0**2-R64.0150.0**2,,ois
"64.0146.0,64.0154.0",,,Al88anan,R64.0154.0**2-R64.0146.0**2,,ois
"64.0152.0,64.0154.0",,,Wa90See d<r2> !,R64.0154.0**2-R64.0152.0**2,,ois
"64.0154.0,64.0156.0",,,nanSpec meth,R64.0156.0**2-R64.0154.0**2,,ois
"64.0156.0,64.0158.0",,,nannan,R64.0158.0**2-R64.0156.0**2,,ois
"64.0158.0,64.0160.0",,,nannan,R64.0160.0**2-R64.0158.0**2,,ois
"64.0154.0,64.0155.0",,,nannan,R64.0155.0**2-R64.0154.0**2,,ois
"64.0156.0,64.0157.0",,,nannan,R64.0157.0**2-R64.0156.0**2,,ois
"65.0147.0,65.0159.0",,,AL90Syst 5-10%,R65.0159.0**2-R65.0147.0**2,,ois
"65.0148.0,65.0159.0",,,nannan,R65.0159.0**2-R65.0148.0**2,,ois
"65.0149.0,65.0159.0",,,nannan,R65.0159.0**2-R65.0149.0**2,,ois
"65.0150.0,65.0159.0",,,nannan,R65.0159.0**2-R65.0150.0**2,,ois
"65.0151.0,65.0159.0",,,nannan,R65.0159.0**2-R65.0151.0**2,,ois
"65.0152.0,65.0159.0",,,nannan,R65.0159.0**2-R65.0152.0**2,,ois
"65.0153.0,65.0159.0",,,nannan,R65.0159.0**2-R65.0153.0**2,,ois
"65.0154.0,65.0159.0",,,nannan,R65.0159.0**2-R65.0154.0**2,,ois
"65.0155.0,65.0159.0",,,nannan,R65.0159.0**2-R65.0155.0**2,,ois
"65.0157.0,65.0159.0",,,nannan,R65.0159.0**2-R65.0157.0**2,,ois
"66.0146.0,66.0148.0",,,Ot89Ref:  A=148 !,R66.0148.0**2-R66.0146.0**2,,ois
"66.0148.0,66.0149.0",,,Ne88bnan,R66.0149.0**2-R66.0148.0**2,,ois
"66.0148.0,66.0150.0",,,nannan,R66.0150.0**2-R66.0148.0**2,,ois
"66.0148.0,66.0151.0",,,nannan,R66.0151.0**2-R66.0148.0**2,,ois
"66.0148.0,66.0152.0",,,nannan,R66.0152.0**2-R66.0148.0**2,,ois
"66.0148.0,66.0153.0",,,nannan,R66.0153.0**2-R66.0148.0**2,,ois
"66.0148.0,66.0154.0",,,nannan,R66.0154.0**2-R66.0148.0**2,,ois
"66.0148.0,66.0155.0",,,nannan,R66.0155.0**2-R66.0148.0**2,,ois
"66.0148.0,66.0156.0",,,nannan,R66.0156.0**2-R66.0148.0**2,,ois
"66.0148.0,66.0157.0",,,nannan,R66.0157.0**2-R66.0148.0**2,,ois
"66.0148.0,66.0158.0",,,nannan,R66.0158.0**2-R66.0148.0**2,,ois
"66.0148.0,66.0159.0",,,nannan,R66.0159.0**2-R66.0148.0**2,,ois
"66.0148.0,66.0160.0",,,nannan,R66.0160.0**2-R66.0148.0**2,,ois
"66.0148.0,66.0161.0",,,nannan,R66.0161.0**2-R66.0148.0**2,,ois
"66.0148.0,66.0162.0",,,nannan,R66.0162.0**2-R66.0148.0**2,,ois
"66.0148.0,66.0163.0",,,nannan,R66.0163.0**2-R66.0148.0**2,,ois
"66.0148.0,66.0164.0",,,nannan,R66.0164.0**2-R66.0148.0**2,,ois
"66.0156.0,66.0158.0",,,Wa90Spec!,R66.0158.0**2-R66.0156.0**2,,ois
"66.0158.0,66.0160.0",,,nannan,R66.0160.0**2-R66.0158.0**2,,ois
"66.0160.0,66.0162.0",,,nannan,R66.0162.0**2-R66.0160.0**2,,ois
"66.0162.0,66.0164.0",,,nannan,R66.0164.0**2-R66.0162.0**2,,ois
"66.0160.0,66.0161.0",,,nannan,R66.0161.0**2-R66.0160.0**2,,ois
"66.0162.0,66.0163.0",,,nannan,R66.0163.0**2-R66.0162.0**2,,ois
"67.0151.0,67.0165.0",,,Ot89nan,R67.0165.0**2-R67.0151.0**2,,ois
"67.0152.0,67.0165.0",,,"(Ne88c,nan",R67.0165.0**2-R67.0152.0**2,,ois
"67.0153.0,67.0165.0",,,Al87)nan,R67.0165.0**2-R67.0153.0**2,,ois
"67.0154.0,67.0165.0",,,nannan,R67.0165.0**2-R67.0154.0**2,,ois
"67.0155.0,67.0165.0",,,nannan,R67.0165.0**2-R67.0155.0**2,,ois
"67.0156.0,67.0165.0",,,nannan,R67.0165.0**2-R67.0156.0**2,,ois
"67.0157.0,67.0165.0",,,nannan,R67.0165.0**2-R67.0157.0**2,,ois
"67.0158.0,67.0165.0",,,nannan,R67.0165.0**2-R67.0158.0**2,,ois
"67.0159.0,67.0165.0",,,nannan,R67.0165.0**2-R67.0159.0**2,,ois
"67.0160.0,67.0165.0",,,nannan,R67.0165.0**2-R67.0160.0**2,,ois
"67.0161.0,67.0165.0",,,nannan,R67.0165.0**2-R67.0161.0**2,,ois
"67.0162.0,67.0165.0",,,nannan,R67.0165.0**2-R67.0162.0**2,,ois
"67.0163.0,67.0165.0",,,nannan,R67.0165.0**2-R67.0163.0**2,,ois
"68.0150.0,68.0152.0",,,Ot89Ref:  A=150 !,R68.0152.0**2-R68.0150.0**2,,ois
"68.0150.0,68.0154.0",,,(Ne88b)nan,R68.0154.0**2-R68.0150.0**2,,ois
"68.0150.0,68.0156.0",,,Prelim. Eval.nan,R68.0156.0**2-R68.0150.0**2,,ois
"68.0150.0,68.0158.0",,,nannan,R68.0158.0**2-R68.0150.0**2,,ois
"68.0150.0,68.0160.0",,,nannan,R68.0160.0**2-R68.0150.0**2,,ois
"68.0150.0,68.0162.0",,,nannan,R68.0162.0**2-R68.0150.0**2,,ois
